StockCode,week,units,revenue,avg_price,n_invoices
22367,06/09/2010,74,129.3,1.747297297,8
22367,13/09/2010,52,101.4,1.95,11
22367,20/09/2010,262,458.78,1.751068702,32
22367,27/09/2010,120,221.26,1.843833333,14
22367,04/10/2010,108,219.08,2.028518519,19
22367,11/10/2010,65,132.97,2.045692308,15
22367,18/10/2010,49,95.55,1.95,12
22367,25/10/2010,93,192.09,2.065483871,20
22367,01/11/2010,267,492.91,1.846104869,28
22367,08/11/2010,115,236.69,2.058173913,21
22367,15/11/2010,244,448.61,1.838565574,21
22367,22/11/2010,138,286.06,2.072898551,28
22367,29/11/2010,81,239.37,2.955185185,18
22367,06/12/2010,50,157.71,3.1542,12
22371,08/02/2010,21,122.55,5.835714286,5
22371,15/02/2010,69,384.15,5.567391304,9
22371,22/02/2010,23,135.25,5.880434783,7
22371,01/03/2010,14,88.9,6.35,7
22371,08/03/2010,11,82.59,7.508181818,9
22371,15/03/2010,10,63.5,6.35,7
22371,22/03/2010,11,69.85,6.35,9
22371,29/03/2010,6,38.1,6.35,5
22371,05/04/2010,11,69.85,6.35,5
22371,12/04/2010,13,82.55,6.35,6
22371,19/04/2010,19,120.65,6.35,7
22371,26/04/2010,7,44.45,6.35,5
22371,10/05/2010,6,38.1,6.35,3
22371,17/05/2010,2,12.7,6.35,1
22371,24/05/2010,10,63.5,6.35,5
22371,31/05/2010,1,6.35,6.35,1
22371,07/06/2010,12,76.2,6.35,4
22371,14/06/2010,11,68.05,6.186363636,5
22371,28/06/2010,27,160.65,5.95,7
22371,05/07/2010,5,38.12,7.624,2
22371,12/07/2010,4,25.4,6.35,4
22371,19/07/2010,8,50.8,6.35,3
22371,26/07/2010,5,31.75,6.35,3
22371,02/08/2010,8,50.8,6.35,6
22371,09/08/2010,4,31.77,7.9425,4
22371,16/08/2010,10,63.5,6.35,5
22371,23/08/2010,5,35.99,7.198,4
22371,30/08/2010,3,16.97,5.656666667,3
22371,06/09/2010,23,101.97,4.433478261,10
22371,13/09/2010,9,38.25,4.25,5
22371,20/09/2010,42,166.5,3.964285714,8
22371,27/09/2010,21,83.25,3.964285714,7
22371,04/10/2010,27,118.97,4.406296296,10
22371,11/10/2010,34,142.72,4.197647059,11
22371,18/10/2010,21,87.47,4.165238095,10
22371,25/10/2010,34,142.72,4.197647059,10
22371,01/11/2010,38,169.94,4.472105263,17
22371,08/11/2010,65,320.89,4.936769231,22
22371,15/11/2010,37,169.91,4.592162162,16
22371,22/11/2010,48,214.88,4.476666667,22
22371,29/11/2010,29,157.01,5.414137931,11
22371,06/12/2010,22,139.92,6.36,14
22372,08/02/2010,21,122.55,5.835714286,7
22372,15/02/2010,43,240.65,5.596511628,6
22372,22/02/2010,9,57.15,6.35,5
22372,01/03/2010,4,25.4,6.35,3
22372,08/03/2010,1,6.35,6.35,1
22372,15/03/2010,7,44.45,6.35,5
22372,22/03/2010,7,44.45,6.35,4
22372,29/03/2010,14,78.1,5.578571429,3
22372,05/04/2010,7,44.45,6.35,4
22372,12/04/2010,3,19.05,6.35,2
22372,19/04/2010,10,63.5,6.35,3
22372,26/04/2010,8,50.8,6.35,5
22372,03/05/2010,4,25.4,6.35,1
22372,10/05/2010,5,31.75,6.35,2
22372,17/05/2010,7,50.82,7.26,4
22372,24/05/2010,4,25.4,6.35,2
22372,31/05/2010,2,12.7,6.35,2
22372,07/06/2010,3,19.05,6.35,2
22372,14/06/2010,1,6.35,6.35,1
22372,28/06/2010,4,25.4,6.35,2
22372,12/07/2010,2,12.7,6.35,2
22372,19/07/2010,1,6.35,6.35,1
22372,26/07/2010,2,12.7,6.35,1
22372,02/08/2010,4,25.4,6.35,3
22372,16/08/2010,6,38.1,6.35,3
22372,23/08/2010,5,31.75,6.35,3
22372,30/08/2010,2,16.94,8.47,2
22372,06/09/2010,12,51,4.25,5
22372,13/09/2010,1,4.25,4.25,1
22372,20/09/2010,11,46.75,4.25,4
22372,27/09/2010,10,46.72,4.672,4
22372,04/10/2010,6,25.5,4.25,3
22372,11/10/2010,15,63.75,4.25,6
22372,18/10/2010,6,25.5,4.25,3
22372,25/10/2010,21,89.87,4.27952381,7
22372,01/11/2010,8,34,4.25,5
22372,08/11/2010,24,135.76,5.656666667,9
22372,15/11/2010,18,80.72,4.484444444,7
22372,22/11/2010,7,38.19,5.455714286,5
22372,29/11/2010,7,33.97,4.852857143,6
22372,06/12/2010,7,55.07,7.867142857,6
22374,08/02/2010,7,44.45,6.35,3
22374,15/02/2010,12,88.94,7.411666667,7
22374,22/02/2010,25,147.95,5.918,8
22374,01/03/2010,23,135.25,5.880434783,7
22374,08/03/2010,11,95.33,8.666363636,8
22374,15/03/2010,9,63.52,7.057777778,7
22374,22/03/2010,19,120.65,6.35,7
22374,29/03/2010,5,31.75,6.35,2
22374,05/04/2010,17,97.15,5.714705882,4
22374,12/04/2010,14,88.9,6.35,5
22374,19/04/2010,15,95.25,6.35,7
22374,26/04/2010,5,31.75,6.35,3
22374,03/05/2010,8,57.17,7.14625,4
22374,10/05/2010,9,57.15,6.35,7
22374,17/05/2010,7,44.45,6.35,3
22374,24/05/2010,6,38.1,6.35,3
22374,07/06/2010,7,44.45,6.35,3
22374,14/06/2010,8,49,6.125,5
22374,21/06/2010,17,97.15,5.714705882,4
22374,28/06/2010,16,90.8,5.675,3
22374,05/07/2010,2,12.7,6.35,1
22374,12/07/2010,8,50.8,6.35,6
22374,19/07/2010,8,57.17,7.14625,4
22374,26/07/2010,4,25.4,6.35,2
22374,02/08/2010,3,19.05,6.35,3
22374,16/08/2010,4,25.4,6.35,2
22374,23/08/2010,3,19.05,6.35,2
22374,30/08/2010,4,25.42,6.355,3
22374,06/09/2010,7,29.75,4.25,3
22374,13/09/2010,9,42.47,4.718888889,4
22374,20/09/2010,8,34,4.25,4
22374,27/09/2010,11,50.97,4.633636364,5
22374,04/10/2010,19,80.75,4.25,8
22374,11/10/2010,14,59.5,4.25,5
22374,18/10/2010,13,72.13,5.548461538,10
22374,25/10/2010,12,51,4.25,5
22374,01/11/2010,21,93.47,4.450952381,9
22374,08/11/2010,33,174.01,5.273030303,13
22374,15/11/2010,30,127.5,4.25,9
22374,22/11/2010,17,68.65,4.038235294,5
22374,29/11/2010,15,72.19,4.812666667,9
22374,06/12/2010,8,46.66,5.8325,5
22375,08/02/2010,6,38.1,6.35,2
22375,15/02/2010,3,38.16,12.72,3
22375,22/02/2010,5,31.75,6.35,2
22375,01/03/2010,19,109.85,5.781578947,4
22375,08/03/2010,1,12.72,12.72,1
22375,15/03/2010,5,31.75,6.35,4
22375,22/03/2010,6,38.1,6.35,5
22375,29/03/2010,4,32.62,8.155,2
22375,05/04/2010,6,38.1,6.35,2
22375,19/04/2010,3,19.05,6.35,2
22375,26/04/2010,6,38.1,6.35,3
22375,03/05/2010,1,12.72,12.72,1
22375,10/05/2010,2,12.7,6.35,2
22375,17/05/2010,2,12.7,6.35,1
22375,24/05/2010,2,12.7,6.35,1
22375,31/05/2010,1,6.35,6.35,1
22375,07/06/2010,2,12.7,6.35,2
22375,14/06/2010,3,17.25,5.75,2
22375,21/06/2010,6,38.1,6.35,1
22375,28/06/2010,15,84.45,5.63,3
22375,12/07/2010,4,25.4,6.35,2
22375,19/07/2010,1,6.35,6.35,1
22375,26/07/2010,2,12.7,6.35,1
22375,02/08/2010,3,19.05,6.35,2
22375,09/08/2010,2,12.7,6.35,2
22375,23/08/2010,2,12.7,6.35,1
22375,30/08/2010,4,25.44,6.36,4
22375,06/09/2010,5,25.47,5.094,4
22375,13/09/2010,3,16.97,5.656666667,3
22375,20/09/2010,11,46.75,4.25,5
22375,27/09/2010,14,59.5,4.25,4
22375,04/10/2010,10,50.94,5.094,6
22375,11/10/2010,12,55.22,4.601666667,6
22375,18/10/2010,5,21.25,4.25,4
22375,25/10/2010,3,12.75,4.25,2
22375,01/11/2010,18,76.5,4.25,6
22375,08/11/2010,10,63.6,6.36,5
22375,15/11/2010,25,106.25,4.25,7
22375,22/11/2010,9,46.69,5.187777778,6
22375,29/11/2010,11,55.19,5.017272727,5
22375,06/12/2010,14,80.6,5.757142857,8
22376,08/02/2010,4,25.4,6.35,2
22376,15/02/2010,8,57.17,7.14625,6
22376,22/02/2010,2,12.7,6.35,1
22376,01/03/2010,22,128.9,5.859090909,7
22376,08/03/2010,3,31.79,10.59666667,3
22376,15/03/2010,7,44.45,6.35,6
22376,29/03/2010,13,71.75,5.519230769,2
22376,05/04/2010,3,19.05,6.35,2
22376,12/04/2010,4,25.4,6.35,1
22376,19/04/2010,7,44.45,6.35,2
22376,26/04/2010,4,25.4,6.35,2
22376,03/05/2010,5,31.75,6.35,2
22376,10/05/2010,6,38.1,6.35,3
22376,17/05/2010,2,12.7,6.35,1
22376,24/05/2010,7,44.45,6.35,3
22376,31/05/2010,1,6.35,6.35,1
22376,07/06/2010,1,6.35,6.35,1
22376,14/06/2010,3,17.25,5.75,2
22376,21/06/2010,6,38.1,6.35,1
22376,28/06/2010,6,38.1,6.35,3
22376,05/07/2010,1,6.35,6.35,1
22376,12/07/2010,3,19.05,6.35,3
22376,19/07/2010,2,12.7,6.35,1
22376,26/07/2010,5,31.75,6.35,2
22376,02/08/2010,3,19.05,6.35,2
22376,09/08/2010,2,12.7,6.35,2
22376,16/08/2010,3,19.05,6.35,2
22376,23/08/2010,4,25.4,6.35,1
22376,30/08/2010,1,4.25,4.25,1
22376,06/09/2010,3,12.75,4.25,2
22376,13/09/2010,1,4.25,4.25,1
22376,20/09/2010,10,42.5,4.25,4
22376,27/09/2010,12,51,4.25,4
22376,04/10/2010,14,59.5,4.25,5
22376,11/10/2010,12,51,4.25,6
22376,18/10/2010,8,38.22,4.7775,5
22376,25/10/2010,21,83.25,3.964285714,6
22376,01/11/2010,17,72.25,4.25,8
22376,08/11/2010,11,72.07,6.551818182,4
22376,15/11/2010,17,84.91,4.994705882,6
22376,22/11/2010,8,34,4.25,4
22376,29/11/2010,18,93.38,5.187777778,9
22376,06/12/2010,4,33.88,8.47,3
22377,25/01/2010,61,115.6,1.895081967,4
22377,01/02/2010,123,260.57,2.118455285,15
22377,08/02/2010,94,191.23,2.034361702,11
22377,15/02/2010,227,428.81,1.889030837,7
22377,22/02/2010,115,226.11,1.966173913,13
22377,01/03/2010,31,65.1,2.1,6
22377,08/03/2010,75,145,1.933333333,5
22377,15/03/2010,16,35.71,2.231875,4
22377,22/03/2010,35,73.5,2.1,5
22377,29/03/2010,122,395.38,3.240819672,7
22377,05/04/2010,18,39.91,2.217222222,5
22377,12/04/2010,19,39.9,2.1,6
22377,19/04/2010,26,56.71,2.181153846,5
22377,26/04/2010,19,44.12,2.322105263,5
22377,03/05/2010,29,55.9,1.927586207,5
22377,10/05/2010,22,48.31,2.195909091,6
22377,17/05/2010,11,23.1,2.1,3
22377,24/05/2010,24,52.51,2.187916667,6
22377,31/05/2010,6,14.71,2.451666667,3
22377,07/06/2010,57,107.2,1.880701754,3
22377,14/06/2010,16,33.6,2.1,4
22377,21/06/2010,31,65.1,2.1,7
22377,28/06/2010,42,88.2,2.1,7
22377,05/07/2010,510,946,1.854901961,2
22377,12/07/2010,7,14.7,2.1,2
22377,19/07/2010,56,117.76,2.102857143,3
22377,26/07/2010,25,56.72,2.2688,7
22377,02/08/2010,20,44.11,2.2055,6
22377,09/08/2010,9,30.74,3.415555556,5
22377,16/08/2010,1,4.21,4.21,1
22377,23/08/2010,54,109.34,2.024814815,5
22377,30/08/2010,9,30.74,3.415555556,2
22377,06/09/2010,14,33.62,2.401428571,4
22377,13/09/2010,1,4.21,4.21,1
22377,20/09/2010,1,5.06,5.06,1
22377,27/09/2010,165,309,1.872727273,5
22377,04/10/2010,2,6.31,3.155,2
22377,11/10/2010,40,94.99,2.37475,9
22377,18/10/2010,10,21,2.1,2
22377,25/10/2010,31,68.06,2.195483871,5
22377,01/11/2010,59,123.9,2.1,9
22377,08/11/2010,8,21.02,2.6275,4
22377,15/11/2010,35,73.5,2.1,4
22377,22/11/2010,6,14.71,2.451666667,4
22377,29/11/2010,8,16.8,2.1,3
22377,06/12/2010,3,11.37,3.79,3
22378,25/01/2010,28,63.02,2.250714286,8
22378,01/02/2010,116,239.54,2.065,13
22378,08/02/2010,23,52.52,2.283478261,5
22378,15/02/2010,155,308.94,1.99316129,11
22378,22/02/2010,13,29.41,2.262307692,5
22378,01/03/2010,44,92.4,2.1,9
22378,08/03/2010,46,105.04,2.283478261,11
22378,15/03/2010,74,145.01,1.959594595,7
22378,29/03/2010,33,73.52,2.227878788,9
22378,05/04/2010,30,67.22,2.240666667,7
22378,12/04/2010,15,31.5,2.1,2
22378,19/04/2010,16,46.26,2.89125,6
22378,26/04/2010,20,42,2.1,4
22378,03/05/2010,59,117.73,1.995423729,4
22378,10/05/2010,28,58.8,2.1,7
22378,17/05/2010,25,52.5,2.1,5
22378,24/05/2010,26,54.6,2.1,4
22378,31/05/2010,10,25.22,2.522,5
22378,07/06/2010,2,6.31,3.155,2
22378,14/06/2010,23,54.63,2.375217391,8
22378,21/06/2010,30,71.44,2.381333333,5
22378,28/06/2010,64,132.15,2.06484375,7
22378,05/07/2010,3,6.3,2.1,2
22378,12/07/2010,62,119.81,1.932419355,5
22378,19/07/2010,24,50.4,2.1,5
22378,26/07/2010,3,8.41,2.803333333,3
22378,02/08/2010,13,29.41,2.262307692,2
22378,09/08/2010,11,42.97,3.906363636,5
22378,16/08/2010,58,128.13,2.209137931,7
22378,23/08/2010,9,23.12,2.568888889,5
22378,30/08/2010,25,66.45,2.658,5
22378,06/09/2010,28,58.8,2.1,4
22378,13/09/2010,47,100.81,2.144893617,11
22378,20/09/2010,8,21.87,2.73375,4
22378,27/09/2010,27,59.66,2.20962963,6
22378,04/10/2010,78,159.33,2.042692308,7
22378,11/10/2010,28,61.76,2.205714286,6
22378,18/10/2010,7,19.77,2.824285714,3
22378,25/10/2010,25,58.42,2.3368,6
22378,01/11/2010,12,27.31,2.275833333,3
22378,08/11/2010,11,41.27,3.751818182,7
22378,15/11/2010,78,160.18,2.053589744,4
22378,22/11/2010,30,76.1,2.536666667,8
22378,29/11/2010,8,32.01,4.00125,5
22378,06/12/2010,20,53.4,2.67,6
22379,25/01/2010,199,403.45,2.027386935,20
22379,01/02/2010,163,353.17,2.166687117,20
22379,08/02/2010,99,218.45,2.206565657,19
22379,15/02/2010,616,1185.48,1.924480519,25
22379,22/02/2010,232,469.61,2.024181034,24
22379,01/03/2010,97,220.58,2.274020619,22
22379,08/03/2010,251,533.91,2.127131474,21
22379,15/03/2010,556,1047.37,1.883758993,19
22379,22/03/2010,67,151.25,2.257462687,17
22379,29/03/2010,397,1191.8,3.002015113,24
22379,05/04/2010,76,176.48,2.322105263,17
22379,12/04/2010,176,344.6,1.957954545,15
22379,19/04/2010,205,454.03,2.214780488,27
22379,26/04/2010,145,336.15,2.318275862,25
22379,03/05/2010,248,499.01,2.012137097,18
22379,10/05/2010,77,174.36,2.264415584,19
22379,17/05/2010,68,149.13,2.193088235,13
22379,24/05/2010,114,266.83,2.340614035,21
22379,31/05/2010,53,123.96,2.338867925,12
22379,07/06/2010,106,222.76,2.101509434,15
22379,14/06/2010,158,331.96,2.101012658,22
22379,21/06/2010,112,271.07,2.420267857,17
22379,28/06/2010,247,519,2.101214575,26
22379,05/07/2010,694,1310.92,1.888933718,27
22379,12/07/2010,107,214.31,2.002897196,11
22379,19/07/2010,162,321.14,1.982345679,14
22379,26/07/2010,80,168,2.1,11
22379,02/08/2010,53,121.85,2.299056604,12
22379,09/08/2010,251,605.03,2.410478088,20
22379,16/08/2010,199,424.39,2.132613065,19
22379,23/08/2010,33,79.85,2.41969697,11
22379,30/08/2010,68,191.83,2.821029412,10
22379,06/09/2010,146,325.59,2.230068493,19
22379,13/09/2010,58,130.24,2.245517241,12
22379,20/09/2010,390,754.14,1.933692308,19
22379,27/09/2010,218,465.65,2.136009174,21
22379,04/10/2010,256,512.54,2.002109375,13
22379,11/10/2010,217,447.61,2.062718894,20
22379,18/10/2010,38,114.88,3.023157895,11
22379,25/10/2010,152,355.67,2.339934211,22
22379,01/11/2010,130,300.43,2.311,18
22379,08/11/2010,645,1293.9,2.006046512,19
22379,15/11/2010,104,288.97,2.778557692,19
22379,22/11/2010,217,530.84,2.446267281,25
22379,29/11/2010,286,687.16,2.402657343,25
22379,06/12/2010,199,482.62,2.425226131,11
22380,18/01/2010,4,8.4,2.1,1
22380,25/01/2010,223,447.52,2.006816143,16
22380,01/02/2010,135,279.44,2.069925926,15
22380,08/02/2010,64,134.4,2.1,14
22380,15/02/2010,350,668.44,1.909828571,17
22380,22/02/2010,153,308.8,2.018300654,20
22380,01/03/2010,72,155.42,2.158611111,14
22380,08/03/2010,238,449.8,1.889915966,10
22380,15/03/2010,75,159.61,2.128133333,12
22380,22/03/2010,42,88.2,2.1,9
22380,29/03/2010,194,578.1,2.979896907,8
22380,05/04/2010,23,50.41,2.19173913,7
22380,12/04/2010,60,113.5,1.891666667,3
22380,19/04/2010,18,42.02,2.334444444,5
22380,26/04/2010,138,230.91,1.67326087,7
22380,03/05/2010,122,233.31,1.912377049,5
22380,10/05/2010,31,69.32,2.236129032,7
22380,17/05/2010,216,331.6,1.535185185,4
22380,24/05/2010,25,52.5,2.1,3
22380,31/05/2010,10,21,2.1,1
22380,07/06/2010,15,31.5,2.1,3
22380,14/06/2010,42,90.31,2.150238095,9
22380,21/06/2010,81,159.71,1.971728395,7
22380,28/06/2010,70,143.72,2.053142857,9
22380,05/07/2010,171,327.07,1.912690058,22
22380,12/07/2010,9,21.01,2.334444444,3
22380,19/07/2010,38,84.02,2.211052632,14
22380,26/07/2010,31,69.32,2.236129032,7
22380,02/08/2010,34,73.51,2.162058824,8
22380,09/08/2010,121,214.32,1.771239669,7
22380,16/08/2010,55,115.5,2.1,7
22380,23/08/2010,13,31.52,2.424615385,5
22380,30/08/2010,6,12.6,2.1,2
22380,06/09/2010,78,165.91,2.127051282,11
22380,13/09/2010,48,100.8,2.1,7
22380,20/09/2010,88,174.41,1.981931818,9
22380,27/09/2010,116,231.1,1.992241379,9
22380,04/10/2010,19,49.19,2.588947368,6
22380,11/10/2010,108,214.3,1.984259259,12
22380,18/10/2010,23,48.3,2.1,5
22380,25/10/2010,31,65.1,2.1,10
22380,01/11/2010,46,96.6,2.1,10
22380,08/11/2010,41,89.06,2.172195122,11
22380,15/11/2010,34,75.62,2.224117647,10
22380,22/11/2010,76,161.71,2.127763158,14
22380,29/11/2010,84,179.52,2.137142857,13
22380,06/12/2010,11,29.43,2.675454545,6
22381,18/01/2010,2,4.2,2.1,1
22381,25/01/2010,188,376.13,2.000691489,20
22381,01/02/2010,164,359.33,2.191036585,20
22381,08/02/2010,86,186.93,2.173604651,19
22381,15/02/2010,281,544.32,1.937081851,18
22381,22/02/2010,189,387.84,2.052063492,25
22381,01/03/2010,115,247.83,2.155043478,26
22381,08/03/2010,337,659.97,1.958367953,22
22381,15/03/2010,171,359.26,2.100935673,24
22381,22/03/2010,58,134.46,2.318275862,12
22381,29/03/2010,246,735.75,2.990853659,13
22381,05/04/2010,61,132.32,2.169180328,12
22381,12/04/2010,143,275.3,1.925174825,10
22381,19/04/2010,117,264.46,2.26034188,18
22381,26/04/2010,261,493.43,1.890536398,23
22381,03/05/2010,182,359.47,1.97510989,11
22381,10/05/2010,44,94.51,2.147954545,9
22381,17/05/2010,249,405.12,1.626987952,9
22381,24/05/2010,70,153.33,2.190428571,11
22381,31/05/2010,41,98.76,2.408780488,8
22381,07/06/2010,48,102.91,2.143958333,14
22381,14/06/2010,72,159.64,2.217222222,18
22381,21/06/2010,202,424.52,2.101584158,16
22381,28/06/2010,121,260.43,2.15231405,13
22381,05/07/2010,44,96.62,2.195909091,10
22381,12/07/2010,81,163.93,2.02382716,6
22381,19/07/2010,137,277.31,2.024160584,14
22381,26/07/2010,47,100.81,2.144893617,9
22381,02/08/2010,45,94.5,2.1,8
22381,09/08/2010,90,203.55,2.261666667,12
22381,16/08/2010,80,174.33,2.179125,12
22381,23/08/2010,35,75.61,2.160285714,9
22381,30/08/2010,50,119.36,2.3872,13
22381,06/09/2010,111,239.43,2.157027027,14
22381,13/09/2010,62,132.31,2.134032258,13
22381,20/09/2010,205,405.25,1.976829268,15
22381,27/09/2010,126,251.54,1.996349206,11
22381,04/10/2010,255,517.62,2.029882353,11
22381,11/10/2010,104,238.27,2.291057692,17
22381,18/10/2010,35,80.68,2.305142857,11
22381,25/10/2010,119,248.39,2.087310924,17
22381,01/11/2010,103,218.41,2.120485437,10
22381,08/11/2010,451,865.27,1.918558758,16
22381,15/11/2010,47,120.68,2.567659574,11
22381,22/11/2010,116,269.14,2.320172414,13
22381,29/11/2010,95,190.29,2.003052632,11
22381,06/12/2010,122,233.31,1.912377049,6
22382,18/01/2010,6,9.9,1.65,1
22382,25/01/2010,368,567.2,1.541304348,21
22382,01/02/2010,172,284.93,1.656569767,20
22382,08/02/2010,442,689.3,1.559502262,25
22382,15/02/2010,430,674.62,1.568883721,28
22382,22/02/2010,161,265.65,1.65,22
22382,01/03/2010,227,379.67,1.672555066,26
22382,08/03/2010,247,390.11,1.579392713,21
22382,15/03/2010,282,447.86,1.588156028,25
22382,22/03/2010,139,229.35,1.65,23
22382,29/03/2010,342,754.58,2.206374269,22
22382,05/04/2010,274,434.66,1.586350365,20
22382,12/04/2010,155,250.95,1.619032258,19
22382,19/04/2010,211,336.79,1.596161137,34
22382,26/04/2010,235,390.87,1.663276596,24
22382,03/05/2010,393,607.01,1.544554707,23
22382,10/05/2010,197,327.61,1.662994924,20
22382,17/05/2010,138,230.26,1.668550725,20
22382,24/05/2010,180,302.12,1.678444444,23
22382,31/05/2010,161,273.33,1.697701863,21
22382,07/06/2010,192,319.36,1.663333333,19
22382,14/06/2010,156,259.96,1.666410256,20
22382,21/06/2010,219,369.03,1.685068493,20
22382,28/06/2010,232,378,1.629310345,24
22382,05/07/2010,209,323.25,1.546650718,31
22382,12/07/2010,130,214.5,1.65,19
22382,19/07/2010,356,570.52,1.60258427,32
22382,26/07/2010,327,524.67,1.604495413,27
22382,02/08/2010,449,700.85,1.56091314,20
22382,09/08/2010,336,498.64,1.484047619,23
22382,16/08/2010,191,315.15,1.65,18
22382,23/08/2010,187,313.67,1.677379679,24
22382,30/08/2010,268,424.76,1.584925373,19
22382,06/09/2010,124,207.16,1.670645161,17
22382,13/09/2010,87,143.55,1.65,16
22382,20/09/2010,148,244.2,1.65,18
22382,27/09/2010,275,438.87,1.595890909,23
22382,04/10/2010,134,223.66,1.669104478,23
22382,11/10/2010,174,287.1,1.65,25
22382,18/10/2010,108,178.2,1.65,20
22382,25/10/2010,71,117.15,1.65,13
22382,01/11/2010,206,342.46,1.662427184,29
22382,08/11/2010,97,162.6,1.67628866,18
22382,15/11/2010,135,227.87,1.687925926,29
22382,22/11/2010,127,223.2,1.757480315,21
22382,29/11/2010,216,341.52,1.581111111,23
22382,06/12/2010,80,147.36,1.842,16
22383,18/01/2010,4,6.6,1.65,1
22383,25/01/2010,236,374.53,1.586991525,17
22383,01/02/2010,169,303.05,1.793195266,28
22383,08/02/2010,238,388.06,1.630504202,19
22383,15/02/2010,280,449.68,1.606,22
22383,22/02/2010,274,444.9,1.623722628,22
22383,01/03/2010,168,290,1.726190476,28
22383,08/03/2010,239,414.83,1.735690377,22
22383,15/03/2010,347,538.23,1.551095101,21
22383,22/03/2010,187,321.35,1.718449198,23
22383,29/03/2010,186,541.02,2.908709677,15
22383,05/04/2010,291,447.83,1.538934708,13
22383,12/04/2010,757,1129.05,1.491479524,25
22383,19/04/2010,144,270.88,1.881111111,26
22383,26/04/2010,359,582.59,1.62281337,29
22383,03/05/2010,217,352.05,1.62235023,18
22383,10/05/2010,945,1424.37,1.507269841,27
22383,17/05/2010,183,303.07,1.656120219,26
22383,24/05/2010,360,579.12,1.608666667,32
22383,31/05/2010,225,369.17,1.640755556,23
22383,07/06/2010,233,397.25,1.704935622,26
22383,14/06/2010,238,402.94,1.69302521,24
22383,21/06/2010,322,518.98,1.61173913,24
22383,28/06/2010,290,486.18,1.676482759,31
22383,05/07/2010,186,319.7,1.718817204,24
22383,12/07/2010,125,209.93,1.67944,21
22383,19/07/2010,488,775.44,1.589016393,30
22383,26/07/2010,409,659.97,1.613618582,31
22383,02/08/2010,545,859.25,1.576605505,27
22383,09/08/2010,190,371.49,1.955210526,27
22383,16/08/2010,390,656.3,1.682820513,40
22383,23/08/2010,223,380.75,1.707399103,26
22383,30/08/2010,346,595.41,1.72083815,21
22383,06/09/2010,403,652.63,1.61942928,26
22383,13/09/2010,105,175.81,1.674380952,17
22383,20/09/2010,162,294.58,1.818395062,16
22383,27/09/2010,451,711.83,1.578337029,29
22383,04/10/2010,126,213.02,1.690634921,21
22383,11/10/2010,337,541.17,1.605845697,37
22383,18/10/2010,106,200.5,1.891509434,20
22383,25/10/2010,101,169.21,1.675346535,18
22383,01/11/2010,182,303.71,1.668736264,24
22383,08/11/2010,204,346.83,1.700147059,31
22383,15/11/2010,169,310.41,1.836745562,34
22383,22/11/2010,349,588.25,1.685530086,37
22383,29/11/2010,248,427.11,1.722217742,31
22383,06/12/2010,172,291.09,1.692383721,19
22384,25/01/2010,75,125.46,1.6728,10
22384,01/02/2010,97,165.17,1.702783505,14
22384,08/02/2010,141,232.65,1.65,14
22384,15/02/2010,547,835.35,1.52714808,24
22384,22/02/2010,133,224.57,1.688496241,21
22384,01/03/2010,182,310.54,1.706263736,26
22384,08/03/2010,322,521.54,1.619689441,27
22384,15/03/2010,194,327.78,1.689587629,23
22384,22/03/2010,161,270.77,1.681801242,21
22384,29/03/2010,229,366.09,1.598646288,20
22384,05/04/2010,305,463.25,1.518852459,12
22384,12/04/2010,175,288.75,1.65,18
22384,19/04/2010,124,217.4,1.753225806,18
22384,26/04/2010,359,600.03,1.671392758,36
22384,03/05/2010,414,635.1,1.534057971,20
22384,10/05/2010,201,331.65,1.65,14
22384,17/05/2010,151,249.15,1.65,20
22384,24/05/2010,199,336.03,1.688592965,25
22384,31/05/2010,277,454.97,1.642490975,29
22384,07/06/2010,450,705.06,1.5668,29
22384,14/06/2010,236,399.64,1.693389831,31
22384,21/06/2010,352,569.04,1.616590909,31
22384,28/06/2010,285,470.25,1.65,30
22384,05/07/2010,217,360.61,1.661797235,28
22384,12/07/2010,272,457.6,1.682352941,34
22384,19/07/2010,453,710.01,1.567350993,26
22384,26/07/2010,300,505.24,1.684133333,35
22384,02/08/2010,336,542.08,1.613333333,22
22384,09/08/2010,358,509.79,1.423994413,27
22384,16/08/2010,317,505.61,1.594984227,25
22384,23/08/2010,187,313.67,1.677379679,29
22384,30/08/2010,260,412.41,1.586192308,19
22384,06/09/2010,360,581.68,1.615777778,29
22384,13/09/2010,104,176.72,1.699230769,17
22384,20/09/2010,201,316.77,1.575970149,16
22384,27/09/2010,198,329.26,1.662929293,25
22384,04/10/2010,76,128.81,1.694868421,14
22384,11/10/2010,250,392.5,1.57,26
22384,18/10/2010,69,116.41,1.687101449,11
22384,25/10/2010,245,410.22,1.674367347,20
22384,01/11/2010,116,199.08,1.716206897,24
22384,08/11/2010,103,177.63,1.724563107,21
22384,15/11/2010,99,169.32,1.71030303,23
22384,22/11/2010,139,239.59,1.723669065,24
22384,29/11/2010,171,273.24,1.597894737,19
22384,06/12/2010,82,142.98,1.743658537,9
22385,25/01/2010,14,27.3,1.95,2
22385,01/02/2010,54,106.82,1.978148148,6
22385,08/02/2010,120,238.52,1.987666667,16
22385,15/02/2010,514,886.82,1.725330739,21
22385,22/02/2010,672,1159.66,1.725684524,26
22385,01/03/2010,90,175.5,1.95,7
22385,08/03/2010,174,309.3,1.777586207,12
22385,15/03/2010,120,243.04,2.025333333,15
